,0
295,316.8
296,317.0
297,317.6
298,317.7
299,317.6
300,317.5
301,318.1
302,318.4
303,318.5
304,318.9
305,318.9
306,319.0
307,319.1
308,319.1
309,319.7
310,320.1
311,320.2
312,320.1
313,320.7
314,320.8
315,321.0
316,320.9
317,320.4
318,321.4
319,321.9
320,322.2
321,322.1
322,321.8
323,322.4
324,322.2
325,321.9
326,321.6
327,322.2
328,321.8
329,321.7
330,321.7
331,321.9
332,321.9
333,321.8
334,321.7
335,320.4
336,319.4
337,319.4
338,318.0
339,318.8
340,318.7
341,318.3
342,318.0
343,318.2
344,316.8
345,316.6
346,317.2
347,317.8
348,317.5
349,317.6
350,318.3
351,319.2
352,318.9
353,319.1
354,319.0
355,319.3
356,319.3
357,319.7
358,319.6
359,320.4
360,320.6
361,321.0
362,321.1
363,321.2
364,321.7
365,321.6
366,321.8
367,322.1
368,322.1
369,322.5
370,322.8
371,323.5
372,323.6
373,323.8
374,323.9
375,323.5
376,324.0
377,324.1
378,323.7
379,324.3
380,324.0
381,323.8
382,323.7
383,323.3
384,322.8
385,322.9
386,321.3
387,320.8
388,319.1
389,319.6
390,319.9
391,318.2
392,318.4
393,318.3
394,317.9
395,317.9
396,318.2
397,318.6
398,318.3
399,319.5
400,320.0
401,320.2
402,320.8
403,320.8
404,321.1
405,321.3
406,321.3
407,321.9
408,322.9
409,322.1
410,322.2
411,322.8
412,322.6
413,322.9
414,322.6
415,323.3
416,323.2
417,323.1
418,324.2
419,324.4
420,324.6
421,325.1
422,325.2
423,324.7
424,325.0
425,324.9
426,324.9
427,324.6
428,323.3
429,323.5
430,322.8
431,322.8
432,322.4
433,322.4
434,322.0
435,321.6
436,321.4
437,320.4
438,320.0
439,320.0
440,319.4
441,319.3
442,319.0
443,318.8
444,318.8
445,319.8
446,319.4
447,319.8
448,320.0
449,320.3
450,320.9
451,321.5
452,321.4
453,321.8
454,322.2
455,321.9
456,322.3
457,322.4
458,322.5
459,322.5
460,322.8
461,322.6
462,323.1
463,323.4
464,323.1
465,323.1
466,323.8
467,323.8
468,324.2
469,324.7
470,324.7
471,325.0
472,324.8
473,325.4
474,325.6
475,325.0
476,325.5
477,325.8
478,325.6
479,325.7
480,325.5
481,324.9
482,324.6
483,324.7
484,324.1
485,323.9
486,323.4
487,322.4
488,322.2
489,322.0
490,321.7
491,321.4
492,320.4
493,321.1
494,319.7
495,319.8
496,320.5
497,320.5
498,320.2
499,319.9
500,320.7
501,320.8
502,321.4
503,321.7
504,322.0
505,322.4
506,322.9
507,323.3
508,323.1
509,323.3
510,324.0
511,324.3
512,324.1
513,324.1
514,323.9
515,324.3
516,324.8
517,325.1
518,325.5
519,325.7
520,325.9
521,325.8
522,326.2
523,327.1
524,326.5
525,326.5
526,327.5
527,327.8
528,326.8
529,326.9
530,327.4
531,326.5
532,326.7
533,326.7
534,326.3
535,326.1
536,326.0
537,325.7
538,325.4
539,324.5
540,324.5
541,323.1
542,322.5
543,323.1
544,322.2
545,322.7
546,322.8
547,321.9
548,321.5
549,321.8
550,322.0
551,321.9
552,322.2
553,322.6
554,322.7
555,323.1
556,323.5
557,323.9
558,323.9
559,324.2
560,324.5
561,324.7
562,325.4
563,325.0
564,324.8
565,325.5
566,325.7
567,326.0
568,326.3
569,326.1
570,326.8
571,326.8
572,327.5
573,326.9
574,328.2
575,327.8
576,327.8
577,328.5
578,327.9
579,327.5
580,328.0
581,328.3
582,327.9
583,327.5
584,327.8
585,327.7
586,327.2
587,327.2
588,326.2
589,326.2
590,325.6
591,325.2
592,325.2
593,324.8
594,324.8
595,323.3
596,322.9
597,323.5
598,323.1
599,323.1
600,323.2
601,323.5
602,322.9
603,323.0
604,323.1
605,323.6
606,323.7
607,324.2
608,324.7
609,324.7
610,325.0
611,325.2
612,325.5
613,325.7
614,325.8
615,325.9
616,326.7
617,326.6
618,326.5
619,326.4
620,326.7
621,327.0
622,327.1
623,327.3
624,327.0
625,327.4
626,327.4
627,327.1
628,327.7
629,328.5
630,328.2
631,329.0
632,329.2
633,328.9
634,328.8
635,328.5
636,328.8
637,328.1
638,328.5
639,327.9
640,327.8
641,327.5
642,326.2
643,326.7
644,326.1
645,325.6
646,325.3
647,324.0
648,323.6
649,323.5
650,323.2
651,323.3
652,323.3
653,322.9
654,323.5
655,323.6
656,324.4
657,324.3
658,324.5
659,325.0
660,325.5
661,325.3
662,325.9
663,326.2
664,326.3
665,326.6
666,326.6
667,326.6
668,326.6
669,327.2
670,327.4
671,327.9
672,327.8
673,327.4
674,327.5
675,327.1
676,327.7
677,328.6
678,328.9
679,329.4
680,329.8
681,330.1
682,330.0
683,330.0
684,329.7
685,330.1
686,330.2
687,329.7
688,329.1
689,329.0
690,328.5
691,328.6
692,328.3
693,327.7
694,328.1
695,327.5
696,326.9
697,326.6
698,326.5
699,325.0
700,325.4
701,325.7
702,324.8
703,324.2
704,324.2
705,324.8
706,325.5
707,325.1
708,325.8
709,326.3
710,326.1
711,326.4
712,326.9
713,326.9
714,327.1
715,327.6
716,327.9
717,328.2
718,328.4
719,328.4
720,328.6
721,328.8
722,329.1
723,329.5
724,329.6
725,329.7
726,329.9
727,330.1
728,330.5
729,330.8
730,330.6
731,331.2
732,331.1
733,331.9
734,332.1
735,332.2
736,332.3
737,332.6
738,332.5
739,332.2
740,332.5
741,332.0
742,331.6
743,331.4
744,331.5
745,331.0
746,330.0
747,330.1
748,330.0
749,329.5
750,329.3
751,328.5
752,328.4
753,327.6
754,327.8
755,327.1
756,326.6
757,327.0
758,327.4
759,327.4
760,327.1
761,327.5
762,328.0
763,328.2
764,328.5
765,329.0
766,328.7
767,328.6
768,328.2
769,328.7
770,328.9
771,329.2
772,329.4
773,329.8
774,330.5
775,330.8
776,330.6
777,330.6
778,330.7
779,331.2
780,332.1
781,332.0
782,331.5
783,332.4
784,332.1
785,332.9
786,333.1
787,332.9
788,333.0
789,333.2
790,332.8
791,332.9
792,332.0
793,332.0
794,332.2
795,331.7
796,331.7
797,331.2
798,330.4
799,331.0
800,330.0
801,329.9
802,329.2
803,328.9
804,328.1
805,328.0
806,327.3
807,326.9
808,327.3
809,327.3
810,327.0
811,327.5
812,327.7
813,327.9
814,328.0
815,328.8
816,328.6
817,328.7
818,329.5
819,329.7
820,329.8
821,329.7
822,329.9
823,329.8
824,330.2
825,331.1
826,331.1
827,331.4
828,331.0
829,331.7
830,331.8
831,331.6
832,331.9
833,332.2
834,332.5
835,333.0
836,333.5
837,333.5
838,333.1
839,333.9
840,333.9
841,333.7
842,333.7
843,334.1
844,333.8
845,333.3
846,333.4
847,333.1
848,332.7
849,332.0
850,331.0
851,331.5
852,330.8
853,330.7
854,330.3
855,329.3
856,328.8
857,329.4
858,328.5
859,328.0
860,328.2
861,328.0
862,328.0
863,328.5
864,328.8
865,329.3
866,329.2
867,329.1
868,329.5
869,330.1
870,330.3
871,330.5
872,331.1
873,331.2
874,331.5
875,331.5
876,331.7
877,331.8
878,332.2
879,332.1
880,332.5
881,333.2
882,332.4
883,332.8
884,333.6
885,333.1
886,334.3
887,334.7
888,334.2
889,334.4
890,334.5
891,334.7
892,334.3
893,334.6
894,335.4
895,334.8
896,334.3
897,334.6
898,334.3
899,333.6
900,333.4
901,332.8
902,332.4
903,332.1
904,331.7
905,330.6
906,330.6
907,330.0
908,329.7
909,330.0
910,329.3
911,328.4
912,328.8
913,329.0
914,329.6
915,329.1
916,329.0
917,329.8
918,330.4
919,330.5
920,330.7
921,331.1
922,331.3
923,331.9
924,332.2
925,332.5
926,332.4
927,333.1
928,333.2
929,333.2
930,333.4
931,333.3
932,333.4
933,333.6
934,334.1
935,334.6
936,335.1
937,335.0
938,335.5
939,335.9
940,336.0
941,336.1
942,336.7
943,336.8
944,336.4
945,336.8
946,336.7
947,336.4
948,336.3
949,336.1
950,336.0
951,335.5
952,335.1
953,335.1
954,334.6
955,333.7
956,333.0
957,332.9
958,332.8
959,332.8
960,332.1
961,331.2
962,332.1
963,330.9
964,330.4
965,330.9
966,331.5
967,331.5
968,331.7
969,332.1
970,332.0
971,332.5
972,332.8
973,333.2
974,333.5
975,333.8
976,334.2
977,334.6
978,334.2
979,334.6
980,335.4
981,335.9
982,335.0
983,335.1
984,335.6
985,335.7
986,336.2
987,336.1
988,336.8
989,337.3
990,337.0
991,337.9
992,337.9
993,337.4
994,338.0
995,338.0
996,338.1
997,337.8
998,337.9
999,338.4
1000,338.2
1001,337.8
1002,337.3
1003,337.6
1004,336.7
1005,336.7
1006,335.9
1007,335.6
1008,335.1
1009,334.8
1010,334.4
1011,334.3
1012,333.8
1013,332.8
1014,332.1
1015,332.3
1016,332.7
1017,332.1
1018,332.4
1019,333.0
1020,333.1
1021,333.5
1022,333.8
1023,333.8
1024,334.2
1025,334.5
1026,334.8
1027,335.1
1028,335.1
1029,335.3
1030,335.3
1031,335.9
1032,336.8
1033,336.9
1034,336.9
1035,336.5
1036,336.7
1037,336.7
1038,337.1
1039,337.7
1040,337.4
1041,339.0
1042,338.8
1043,338.1
1044,338.6
1045,339.2
1046,339.6
1047,339.3
1048,338.8
1049,339.8
1050,339.6
1051,339.9
1052,339.5
1053,338.9
1054,338.9
1055,339.0
1056,338.2
1057,337.8
1058,337.3
1059,336.8
1060,337.0
1061,336.5
1062,336.1
1063,334.5
1064,334.4
1065,334.0
1066,334.2
1067,333.2
1068,334.1
1069,334.1
1070,333.9
1071,333.7
1072,334.1
1073,334.7
1074,334.8
1075,335.5
1076,335.6
1077,335.9
1078,336.5
1079,336.7
1080,336.8
1081,337.4
1082,337.6
1083,337.4
1084,338.3
1085,338.4
1086,338.0
1087,338.1
1088,338.6
1089,338.2
1090,339.3
1091,339.5
1092,340.0
1093,340.5
1094,341.0
1095,340.4
1096,340.9
1097,340.7
1098,341.0
1099,341.5
1100,341.3
1101,341.3
1102,340.9
1103,341.7
1104,341.3
1105,341.3
1106,340.8
1107,340.4
1108,340.4
1109,339.7
1110,338.5
1111,338.9
1112,337.9
1113,337.7
1114,337.7
1115,337.7
1116,337.0
1117,336.6
1118,335.7
1119,335.2
1120,336.0
1121,335.8
1122,335.8
1123,336.1
1124,336.4
1125,336.6
1126,336.9
1127,337.1
1128,337.3
1129,337.4
1130,337.7
1131,338.1
1132,338.3
1133,338.7
1134,338.9
1135,339.1
1136,339.3
1137,339.3
1138,339.5
1139,340.5
1140,340.0
1141,340.2
1142,341.1
1143,340.7
1144,341.0
1145,341.8
1146,342.1
1147,342.4
1148,342.4
1149,342.7
1150,342.3
1151,342.9
1152,343.0
1153,342.8
1154,342.7
1155,342.7
1156,342.6
1157,342.5
1158,341.8
1159,341.6
1160,341.0
1161,340.8
1162,339.7
1163,340.2
1164,339.5
1165,338.9
1166,338.4
1167,337.5
1168,337.7
1169,337.2
1170,337.0
1171,336.7
1172,335.9
1173,336.3
1174,336.6
1175,337.1
1176,337.2
1177,337.5
1178,337.8
1179,338.1
1180,338.5
1181,339.3
1182,339.2
1183,339.4
1184,339.6
1185,340.2
1186,340.2
1187,340.3
1188,340.7
1189,341.1
1190,341.2
1191,341.9
1192,341.1
1193,341.1
1194,342.1
1195,342.6
1196,342.6
1197,342.7
1198,342.8
1199,342.9
1200,343.3
1201,343.5
1202,344.2
1203,343.8
1204,343.6
1205,344.2
1206,344.1
1207,344.1
1208,343.4
1209,343.5
1210,343.4
1211,342.9
1212,342.5
1213,342.0
1214,342.0
1215,341.8
1216,341.3
1217,340.5
1218,340.0
1219,339.7
1220,338.3
1221,338.8
1222,338.6
1223,337.8
1224,336.9
1225,337.3
1226,338.0
1227,337.6
1228,337.9
1229,338.7
1230,338.4
1231,339.2
1232,339.7
1233,339.8
1234,339.8
1235,340.4
1236,340.7
1237,340.8
1238,340.9
1239,341.4
1240,341.5
1241,341.2
1242,341.7
1243,342.0
1244,342.7
1245,342.5
1246,342.8
1247,342.3
1248,342.5
1249,344.0
1250,343.8
1251,344.0
1252,344.8
1253,345.0
1254,345.3
1255,345.4
1256,345.4
1257,345.7
1258,345.8
1259,345.7
1260,345.6
1261,345.6
1262,345.0
1263,344.9
1264,344.7
1265,344.5
1266,343.7
1267,343.6
1268,342.6
1269,343.0
1270,341.7
1271,342.1
1272,341.8
1273,339.9
1274,339.9
1275,339.8
1276,339.9
1277,339.8
1278,339.7
1279,340.1
1280,340.2
1281,340.3
1282,340.8
1283,341.0
1284,341.1
1285,341.7
1286,341.8
1287,342.8
1288,343.3
1289,343.6
1290,343.4
1291,343.7
1292,343.4
1293,343.5
1294,344.1
1295,344.3
1296,344.5
1297,344.3
1298,344.6
1299,344.8
1300,344.9
1301,345.4
1302,345.6
1303,347.4
1304,347.4
1305,347.7
1306,347.3
1307,347.0
1308,347.0
1309,347.0
1310,346.8
1311,346.3
1312,346.2
1313,345.8
1314,345.4
1315,345.2
1316,344.4
1317,344.0
1318,344.1
1319,343.1
1320,342.0
1321,341.6
1322,340.6
1323,341.3
1324,341.3
1325,340.8
1326,341.1
1327,341.3
1328,341.9
1329,341.6
1330,342.0
1331,342.6
1332,343.1
1333,343.7
1334,343.6
1335,343.9
1336,344.2
1337,344.5
1338,344.5
1339,344.7
1340,345.0
1341,345.0
1342,345.0
1343,345.9
1344,345.5
1345,345.8
1346,346.3
1347,346.7
1348,347.1
1349,347.5
1350,347.7
1351,348.2
1352,348.0
1353,348.0
1354,348.5
1355,348.8
1356,348.8
1357,349.3
1358,349.1
1359,348.1
1360,349.0
1361,348.4
1362,348.2
1363,347.9
1364,347.4
1365,346.9
1366,346.8
1367,346.4
1368,345.7
1369,344.7
1370,344.5
1371,344.3
1372,343.7
1373,344.2
1374,343.3
1375,342.4
1376,342.1
1377,342.4
1378,342.5
1379,343.1
1380,343.2
1381,343.3
1382,343.7
1383,344.2
1384,344.6
1385,345.3
1386,345.3
1387,345.6
1388,345.1
1389,346.3
1390,346.4
1391,346.0
1392,346.2
1393,346.4
1394,346.2
1395,346.8
1396,347.1
1397,347.2
1398,347.0
1399,346.6
1400,347.2
1401,349.1
1402,348.8
1403,349.2
1404,349.4
1405,349.3
1406,350.2
1407,349.9
1408,350.1
1409,350.2
1410,350.1
1411,350.1
1412,349.7
1413,349.5
1414,349.4
1415,348.9
1416,348.6
1417,347.7
1418,347.6
1419,347.4
1420,346.6
1421,346.2
1422,345.5
1423,345.6
1424,345.2
1425,345.0
1426,345.3
1427,344.4
1428,344.5
1429,343.9
1430,344.1
1431,343.9
1432,344.5
1433,345.1
1434,345.3
1435,345.6
1436,345.7
1437,346.4
1438,346.9
1439,346.7
1440,346.9
1441,347.0
1442,347.6
1443,348.3
1444,348.2
1445,347.9
1446,348.0
1447,347.9
1448,348.2
1449,348.5
1450,349.4
1451,348.8
1452,349.2
1453,349.7
1454,350.2
1455,350.8
1456,350.2
1457,351.1
1458,351.3
1459,351.4
1460,352.0
1461,351.7
1462,351.9
1463,351.7
1464,351.6
1465,351.1
1466,351.0
1467,350.9
1468,349.7
1469,349.8
1470,348.8
1471,349.5
1472,349.0
1473,348.1
1474,348.6
1475,348.0
1476,346.7
1477,347.0
1478,346.6
1479,346.2
1480,345.8
1481,345.7
1482,346.3
1483,346.5
1484,346.8
1485,346.9
1486,347.3
1487,347.6
1488,348.1
1489,348.7
1490,348.6
1491,348.8
1492,349.1
1493,349.2
1494,349.7
1495,350.2
1496,350.2
1497,350.7
1498,351.2
1499,351.8
1500,351.3
1501,351.5
1502,352.5
1503,352.8
1504,351.8
1505,351.7
1506,352.2
1507,353.1
1508,353.5
1509,353.1
1510,354.0
1511,354.2
1512,353.7
1513,354.3
1514,354.5
1515,354.2
1516,354.1
1517,354.2
1518,353.6
1519,353.1
1520,353.0
1521,352.5
1522,352.6
1523,351.9
1524,351.1
1525,350.9
1526,350.3
1527,350.4
1528,349.6
1529,349.3
1530,348.7
1531,348.9
1532,348.1
1533,348.8
1534,348.8
1535,348.6
1536,349.4
1537,349.2
1538,349.7
1539,349.8
1540,350.1
1541,350.4
1542,350.5
1543,351.0
1544,351.6
1545,351.3
1546,352.4
1547,352.7
1548,352.9
1549,352.5
1550,353.0
1551,352.8
1552,352.6
1553,353.2
1554,353.4
1555,353.1
1556,353.4
1557,353.5
1558,354.4
1559,354.5
1560,355.0
1561,355.4
1562,356.0
1563,355.9
1564,355.3
1565,355.8
1566,355.6
1567,355.7
1568,355.8
1569,355.0
1570,354.8
1571,354.9
1572,354.5
1573,354.7
1574,353.8
1575,353.1
1576,353.2
1577,352.6
1578,352.2
1579,351.1
1580,350.4
1581,350.7
1582,350.2
1583,349.4
1584,349.3
1585,349.7
1586,349.9
1587,349.7
1588,350.2
1589,350.4
1590,350.6
1591,351.2
1592,351.6
1593,351.4
1594,352.0
1595,352.1
1596,352.4
1597,352.5
1598,353.4
1599,353.4
1600,353.5
1601,353.8
1602,353.9
1603,354.1
1604,355.0
1605,354.8
1606,354.7
1607,355.7
1608,354.9
1609,355.8
1610,355.1
1611,355.9
1612,356.1
1613,355.9
1614,356.6
1615,356.1
1616,357.3
1617,357.0
1618,356.9
1619,357.1
1620,357.0
1621,356.6
1622,355.6
1623,355.5
1624,355.7
1625,355.5
1626,354.0
1627,354.5
1628,354.7
1629,353.5
1630,353.2
1631,352.9
1632,352.0
1633,350.9
1634,350.7
1635,351.3
1636,350.9
1637,350.9
1638,351.1
1639,351.0
1640,351.4
1641,351.4
1642,352.1
1643,352.6
1644,353.0
1645,353.1
1646,353.6
1647,354.0
1648,353.8
1649,354.5
1650,354.8
1651,354.2
1652,354.7
1653,354.8
1654,355.0
1655,355.2
1656,355.2
1657,356.4
1658,355.8
1659,356.4
1660,357.2
1661,357.6
1662,356.9
1663,357.9
1664,358.3
1665,357.8
1666,359.1
1667,359.2
1668,359.1
1669,358.9
1670,360.0
1671,359.0
1672,358.5
1673,358.4
1674,358.2
1675,358.1
1676,357.7
1677,357.2
1678,356.5
1679,355.2
1680,355.3
1681,354.8
1682,354.6
1683,353.7
1684,353.0
1685,353.2
1686,353.0
1687,352.1
1688,351.8
1689,351.6
1690,351.7
1691,352.1
1692,352.5
1693,352.7
1694,353.4
1695,353.7
1696,353.5
1697,353.8
1698,354.3
1699,354.5
1700,354.9
1701,355.2
1702,355.5
1703,355.6
1704,356.0
1705,356.1
1706,355.9
1707,356.0
1708,356.7
1709,357.3
1710,356.9
1711,356.5
1712,357.3
1713,357.8
1714,358.1
1715,358.4
1716,358.5
1717,358.9
1718,359.7
1719,359.2
1720,359.6
1721,359.7
1722,358.6
1723,359.6
1724,360.2
1725,360.0
1726,359.4
1727,358.7
1728,358.4
1729,358.4
1730,357.2
1731,356.3
1732,356.1
1733,354.9
1734,355.3
1735,355.3
1736,354.5
1737,354.3
1738,353.5
1739,353.6
1740,352.3
1741,352.7
1742,353.6
1743,353.3
1744,353.2
1745,353.5
1746,353.5
1747,353.9
1748,353.8
1749,354.5
1750,354.6
1751,354.8
1752,355.3
1753,355.4
1754,355.9
1755,356.2
1756,356.9
1757,356.7
1758,356.6
1759,357.0
1760,356.6
1761,357.2
1762,357.3
1763,357.6
1764,358.3
1765,358.5
1766,358.1
1767,358.8
1768,359.1
1769,358.8
1770,359.4
1771,360.0
1772,359.6
1773,359.7
1774,360.7
1775,360.6
1776,360.3
1777,359.7
1778,359.9
1779,359.3
1780,359.1
1781,357.9
1782,358.0
1783,358.1
1784,356.6
1785,356.5
1786,355.8
1787,355.9
1788,354.9
1789,354.7
1790,354.3
1791,353.2
1792,353.8
1793,353.8
1794,353.8
1795,353.8
1796,354.0
1797,354.4
1798,354.3
1799,354.7
1800,355.1
1801,355.6
1802,356.0
1803,356.2
1804,356.5
1805,356.9
1806,357.5
1807,358.1
1808,358.1
1809,358.4
1810,358.3
1811,358.7
1812,358.4
1813,358.6
1814,359.0
1815,359.6
1816,358.7
1817,359.8
1818,360.4
1819,360.8
1820,360.6
1821,361.0
1822,361.0
1823,361.3
1824,362.2
1825,361.6
1826,361.4
1827,361.7
1828,361.9
1829,361.0
1830,361.0
1831,360.9
1832,360.7
1833,360.2
1834,359.9
1835,359.4
1836,359.0
1837,358.8
1838,358.1
1839,357.5
1840,357.6
1841,356.3
1842,356.4
1843,356.4
1844,355.4
1845,355.5
1846,355.4
1847,355.8
1848,356.0
1849,356.3
1850,356.6
1851,356.9
1852,357.4
1853,357.9
1854,358.1
1855,358.4
1856,359.1
1857,359.2
1858,359.1
1859,359.5
1860,359.6
1861,360.2
1862,360.1
1863,360.0
1864,360.6
1865,361.0
1866,360.8
1867,361.3
1868,362.2
1869,361.2
1870,360.9
1871,362.0
1872,363.8
1873,363.4
1874,363.3
1875,362.8
1876,363.5
1877,363.2
1878,364.1
1879,364.1
1880,363.4
1881,363.9
1882,363.4
1883,362.9
1884,362.8
1885,362.5
1886,362.2
1887,361.9
1888,361.5
1889,360.9
1890,360.4
1891,359.2
1892,358.7
1893,359.2
1894,357.3
1895,358.5
1896,358.5
1897,358.2
1898,357.5
1899,357.6
1900,357.6
1901,358.0
1902,358.2
1903,359.1
1904,359.4
1905,359.6
1906,359.8
1907,360.1
1908,360.4
1909,360.5
1910,360.8
1911,361.7
1912,361.8
1913,362.0
1914,362.1
1915,362.2
1916,362.6
1917,363.1
1918,363.0
1919,364.0
1920,363.8
1921,363.6
1922,364.1
1923,364.5
1924,364.3
1925,364.5
1926,364.8
1927,364.4
1928,365.1
1929,364.9
1930,365.3
1931,365.7
1932,365.4
1933,364.8
1934,365.1
1935,365.2
1936,365.0
1937,364.3
1938,364.1
1939,363.7
1940,363.3
1941,362.8
1942,361.7
1943,362.1
1944,361.2
1945,360.8
1946,360.8
1947,359.8
1948,359.8
1949,359.0
1950,359.0
1951,359.4
1952,359.5
1953,359.8
1954,359.8
1955,359.9
1956,360.5
1957,360.7
1958,361.2
1959,361.4
1960,361.9
1961,362.6
1962,362.4
1963,362.6
1964,362.9
1965,363.0
1966,363.1
1967,363.5
1968,363.2
1969,364.1
1970,364.0
1971,364.2
1972,364.5
1973,364.1
1974,364.1
1975,364.7
1976,365.4
1977,365.8
1978,366.2
1979,366.6
1980,366.7
1981,366.7
1982,366.8
1983,367.0
1984,366.6
1985,366.3
1986,365.7
1987,365.6
1988,365.5
1989,365.1
1990,365.0
1991,364.6
1992,364.1
1993,363.8
1994,363.3
1995,363.3
1996,362.6
1997,361.5
1998,361.6
1999,360.6
2000,360.2
2001,360.0
2002,359.8
2003,360.5
2004,360.4
2005,361.0
2006,361.1
2007,361.7
2008,362.1
2009,362.0
2010,362.6
2011,363.5
2012,363.9
2013,363.9
2014,364.2
2015,365.0
2016,365.2
2017,365.3
2018,365.3
2019,365.3
2020,365.6
2021,366.0
2022,365.5
2023,366.0
2024,367.3
2025,367.0
2026,366.6
2027,367.4
2028,368.5
2029,368.6
2030,368.6
2031,368.0
2032,368.9
2033,369.1
2034,368.8
2035,368.5
2036,369.6
2037,369.7
2038,369.4
2039,368.8
2040,368.5
2041,368.3
2042,368.0
2043,367.5
2044,367.6
2045,367.3
2046,366.8
2047,366.4
2048,365.6
2049,365.6
2050,364.2
2051,364.7
2052,363.9
2053,363.5
2054,363.6
2055,364.0
2056,364.1
2057,364.4
2058,364.4
2059,364.7
2060,365.0
2061,365.4
2062,365.8
2063,366.0
2064,366.4
2065,366.7
2066,367.3
2067,367.3
2068,367.5
2069,367.8
2070,367.8
2071,368.3
2072,369.2
2073,369.1
2074,368.8
2075,369.0
2076,368.5
2077,368.1
2078,369.5
2079,370.2
2080,370.6
2081,371.1
2082,371.5
2083,371.0
2084,370.3
2085,370.8
2086,371.3
2087,371.0
2088,370.8
2089,370.3
2090,370.9
2091,370.3
2092,369.9
2093,369.9
2094,369.4
2095,370.1
2096,369.5
2097,368.6
2098,367.4
2099,367.6
2100,366.7
2101,366.4
2102,366.1
2103,364.1
2104,364.7
2105,365.2
2106,364.7
2107,364.5
2108,365.0
2109,364.9
2110,365.6
2111,365.7
2112,366.2
2113,366.7
2114,366.6
2115,367.1
2116,367.4
2117,368.0
2118,368.0
2119,368.2
2120,368.6
2121,368.5
2122,369.0
2123,369.8
2124,369.2
2125,369.1
2126,369.6
2127,369.3
2128,369.5
2129,370.0
2130,370.0
2131,370.9
2132,370.7
2133,370.9
2134,371.7
2135,371.8
2136,372.0
2137,371.3
2138,371.2
2139,371.7
2140,371.9
2141,371.8
